Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2022-02-06 20:00:29,"Evening Workout",10m,"Chin Up",1,0.0,10.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Chin Up",1,10.0,10.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Lat Pulldown (Cable)",1,45.0,16.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Lat Pulldown (Cable)",2,66.0,8.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Lat Pulldown (Cable)",3,73.0,6.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Bent Over Row (Barbell)",1,50.0,12.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Bent Over Row (Barbell)",2,70.0,8.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Bent Over Row (Barbell)",3,70.0,8.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Seated Row (Machine)",1,20.0,10.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Seated Row (Machine)",2,40.0,12.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Seated Row (Machine)",3,60.0,12.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Seated Row (Machine)",4,60.0,8.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Preacher Curl (Barbell)",1,20.0,12.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Preacher Curl (Barbell)",2,20.0,15.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Preacher Curl (Barbell)",3,30.0,10.0,0,0.0,
2022-02-06 20:11:39,"Evening Workout",2h 53m,"Preacher Curl (Barbell)",4,30.0,10.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Rowing (Machine)",1,0,0.0,1000.0,235.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Bench Press (Barbell)",1,60.0,15.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Bench Press (Barbell)",2,70.0,10.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Bench Press (Barbell)",3,80.0,3.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Bench Press (Barbell)",4,80.0,4.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Smith Machine Shoulder Press",1,20.0,15.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Smith Machine Shoulder Press",2,30.0,10.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Smith Machine Shoulder Press",3,30.0,10.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Smith Machine Shoulder Press",4,35.0,6.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Triceps Pushdown (Cable - Straight Bar)",1,14.7,16.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Triceps Pushdown (Cable - Straight Bar)",2,19.3,8.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Triceps Pushdown (Cable - Straight Bar)",3,17.0,10.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Triceps Pushdown (Cable - Straight Bar)",4,17.0,10.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Lateral Raise (Dumbbell)",1,8.0,12.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Lateral Raise (Dumbbell)",2,8.0,15.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Cable Crossover",1,5.7,15.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Cable Crossover",2,10.2,16.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Cable Crossover",3,12.5,10.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Cable Crossover",4,12.5,12.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Sit Up",1,0,15.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Sit Up",2,0,15.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Sit Up",3,0,15.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Russian Twist",1,0,15.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Russian Twist",2,0,15.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Russian Twist",3,0,55.0,0,0.0,
2022-02-20 13:04:18,"Midday Workout",1h 12m,"Cycling (Indoor)",1,0,0.0,5.0,568.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Rowing (Machine)",1,0,0.0,1000.0,227.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Bench Press (Barbell)",1,60.0,15.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Bench Press (Barbell)",2,70.0,8.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Bench Press (Barbell)",3,70.0,8.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Bench Press (Barbell)",4,80.0,3.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Triceps Pushdown (Cable - Straight Bar)",1,14.7,16.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Triceps Pushdown (Cable - Straight Bar)",2,19.3,8.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Triceps Pushdown (Cable - Straight Bar)",3,17.0,10.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Triceps Pushdown (Cable - Straight Bar)",4,17.0,10.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Lateral Raise (Dumbbell)",1,8.0,12.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Lateral Raise (Dumbbell)",2,8.0,15.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Cable Crossover",1,10.2,16.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Cable Crossover",2,12.5,10.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Cable Crossover",3,12.5,12.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Sit Up",1,0,15.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Sit Up",2,0,15.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Sit Up",3,0,15.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Russian Twist",1,0,15.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Russian Twist",2,0,15.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Dumbbell Shoulder Press",1,16.0,15.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Dumbbell Shoulder Press",2,20.0,12.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Dumbbell Shoulder Press",3,20.0,12.0,0,0.0,
2022-02-25 16:45:06,"Chest & Tris",1h 2m,"Steps Machine",1,0,0.0,260.0,180.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Rowing (Machine)",1,0,0.0,0.5,130.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Alternating Seated Dumbbell Curl",1,16.0,16.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Alternating Seated Dumbbell Curl",2,16.0,20.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Bent Over Row (Barbell)",1,40.0,15.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Bent Over Row (Barbell)",2,60.0,12.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Bent Over Row (Barbell)",3,60.0,8.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Bent Over Row (Barbell)",4,60.0,18.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Seated Row (Cable)",1,45.0,15.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Seated Row (Cable)",2,59.0,15.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Seated Row (Cable)",3,66.0,10.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Seated Row (Cable)",4,66.0,8.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Lat Pulldown (Cable)",1,52.0,15.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Lat Pulldown (Cable)",2,66.0,12.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Lat Pulldown (Cable)",3,73.0,8.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Sit Up",1,0,15.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Sit Up",2,0,15.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Sit Up",3,0,15.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Russian Twist",1,0,15.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Russian Twist",2,0,15.0,0,0.0,
2022-02-27 16:01:42,"Afternoon Workout",54m,"Cycling (Indoor)",1,0,0.0,4.0,420.0,
2022-02-28 13:52:06,"Midday Workout",37m,"Squat (Barbell)",1,60.0,8.0,0,0.0,
2022-02-28 13:52:06,"Midday Workout",37m,"Squat (Barbell)",2,80.0,6.0,0,0.0,
2022-02-28 13:52:06,"Midday Workout",37m,"Squat (Barbell)",3,80.0,6.0,0,0.0,
2022-02-28 13:52:06,"Midday Workout",37m,"Leg Press",1,90.0,10.0,0,0.0,
2022-02-28 13:52:06,"Midday Workout",37m,"Leg Press",2,100.0,12.0,0,0.0,
2022-02-28 13:52:06,"Midday Workout",37m,"Leg Press",3,120.0,10.0,0,0.0,
2022-02-28 13:52:06,"Midday Workout",37m,"Leg Press",4,120.0,8.0,0,0.0,
2022-02-28 13:52:06,"Midday Workout",37m,"Standing Calf Raise (Machine)",1,50.0,8.0,0,0.0,
2022-02-28 13:52:06,"Midday Workout",37m,"Standing Calf Raise (Machine)",2,30.0,12.0,0,0.0,
2022-02-28 13:52:06,"Midday Workout",37m,"Standing Calf Raise (Machine)",3,30.0,12.0,0,0.0,
2022-02-28 13:52:06,"Midday Workout",37m,"Steps Machine",1,0,0.0,390.0,240.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Rowing (Machine)",1,0,0.0,1.0,250.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Bench Press (Barbell)",1,60.0,15.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Bench Press (Barbell)",2,70.0,10.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Bench Press (Barbell)",3,70.0,8.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Bench Press (Barbell)",4,80.0,3.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Bench Press (Barbell)",5,8.0,4.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Smith Machine Shoulder Press",1,20.0,15.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Smith Machine Shoulder Press",2,30.0,10.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Smith Machine Shoulder Press",3,30.0,8.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Smith Machine Shoulder Press",4,30.0,8.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Triceps Extension (Dumbbell)",1,18.0,24.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Triceps Extension (Dumbbell)",2,22.0,16.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Triceps Extension (Dumbbell)",3,22.0,16.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Triceps Extension (Dumbbell)",4,24.0,12.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Lateral Raise (Dumbbell)",1,8.0,15.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Lateral Raise (Dumbbell)",2,10.0,12.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Lateral Raise (Dumbbell)",3,10.0,12.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Pec Deck (Machine)",1,59.0,20.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Pec Deck (Machine)",2,73.0,15.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Pec Deck (Machine)",3,73.0,12.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Pec Deck (Machine)",4,79.0,12.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Sit Up",1,0,15.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Sit Up",2,0,15.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Sit Up",3,0,15.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Russian Twist",1,0,15.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Russian Twist",2,0,15.0,0,0.0,
2022-03-01 14:07:20,"Chest & Tris",1h 10m,"Cycling (Indoor)",1,0,0.0,2.5,274.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Cycling (Indoor)",1,0,0.0,2.0,210.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Alternating Seated Dumbbell Curl",1,16.0,20.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Alternating Seated Dumbbell Curl",2,16.0,20.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Alternating Seated Dumbbell Curl",3,18.0,12.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Alternating Seated Dumbbell Curl",4,18.0,12.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Bent Over Row (Barbell)",1,50.0,12.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Bent Over Row (Barbell)",2,60.0,10.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Seated Row (Machine)",1,60.0,12.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Seated Row (Machine)",2,60.0,12.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Seated Row (Machine)",3,70.0,10.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Seated Row (Machine)",4,70.0,8.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Chin Up",1,0,12.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Chin Up",2,0,10.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Chin Up",3,0,8.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Sit Up",1,0,15.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Sit Up",2,0,15.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Sit Up",3,0,15.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Russian Twist",1,0,15.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Russian Twist",2,0,15.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Russian Twist",3,0,15.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Cycling (Indoor)",1,0,0.0,5.0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Alternating Seated Hammer Curls",1,16.0,20.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Alternating Seated Hammer Curls",2,18.0,18.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Preacher Curl (Barbell)",1,30.0,12.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Preacher Curl (Barbell)",2,30.0,10.0,0,0.0,
2022-03-02 14:39:29,"Back & Bid",28h 44m,"Preacher Curl (Barbell)",3,30.0,8.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Rowing (Machine)",1,0,0.0,0.5,110.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Bench Press (Barbell)",1,60.0,12.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Bench Press (Barbell)",2,70.0,9.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Bench Press (Barbell)",3,70.0,8.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Bench Press (Barbell)",4,80.0,3.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Bench Press (Barbell)",5,70.0,6.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Dumbbell Shoulder Press",1,14.0,16.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Dumbbell Shoulder Press",2,18.0,15.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Dumbbell Shoulder Press",3,22.0,8.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Dumbbell Shoulder Press",4,22.0,6.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Triceps Pushdown (Cable - Straight Bar)",1,14.7,16.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Triceps Pushdown (Cable - Straight Bar)",2,17.0,12.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Triceps Pushdown (Cable - Straight Bar)",3,17.0,12.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Triceps Pushdown (Cable - Straight Bar)",4,17.0,10.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Lateral Raise (Dumbbell)",1,10.0,12.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Lateral Raise (Dumbbell)",2,10.0,12.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Cable Crossover",1,10.2,16.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Cable Crossover",2,12.5,10.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Cable Crossover",3,12.5,12.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Cycling (Indoor)",1,0,0.0,5.0,545.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Pec Deck (Machine)",1,59.0,20.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Pec Deck (Machine)",2,73.0,15.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Pec Deck (Machine)",3,73.0,15.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Pec Deck (Machine)",4,79.0,12.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Chest Dip",1,0,12.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Chest Dip",2,0,12.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Triceps Extension (Dumbbell)",1,18.0,20.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Triceps Extension (Dumbbell)",2,22.0,12.0,0,0.0,
2022-03-07 20:33:39,"Chest & Tris",1h 8m,"Triceps Extension (Dumbbell)",3,22.0,16.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Cycling (Indoor)",1,0,0.0,5.0,552.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Alternating Seated Dumbbell Curl",1,14.0,24.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Alternating Seated Dumbbell Curl",2,16.0,18.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Alternating Seated Dumbbell Curl",3,16.0,16.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Alternating Seated Dumbbell Curl",4,18.0,14.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Seated Row (Cable)",1,59.0,15.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Seated Row (Cable)",2,66.0,12.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Seated Row (Cable)",3,66.0,10.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Seated Row (Cable)",4,66.0,9.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Lat Pulldown (Cable)",1,59.0,18.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Lat Pulldown (Cable)",2,66.0,12.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Lat Pulldown (Cable)",3,73.0,10.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Lat Pulldown (Cable)",4,66.0,10.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Lat Pulldown (Cable)",5,59.0,12.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Sit Up",1,0,15.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Sit Up",2,0,16.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Sit Up",3,0,16.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Russian Twist",1,0,15.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Russian Twist",2,0,16.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Russian Twist",3,0,18.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Cycling (Indoor)",1,0,0.0,5.0,517.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Alternating Seated Hammer Curls",1,18.0,20.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Alternating Seated Hammer Curls",2,20.0,16.0,0,0.0,
2022-03-08 14:50:12,"Back & Bid",1h 18m,"Alternating Seated Hammer Curls",3,20.0,14.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Rowing (Machine)",1,0,0.0,0.5,120.0,
2022-03-09 18:43:52,"Legs",57m,"Squat (Barbell)",1,60.0,10.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Squat (Barbell)",2,80.0,8.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Squat (Barbell)",3,80.0,6.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Leg Press",1,100.0,10.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Leg Press",2,120.0,12.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Leg Press",3,120.0,12.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Leg Press",4,140.0,8.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Leg Press",5,140.0,10.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Standing Calf Raise (Machine)",1,50.0,8.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Standing Calf Raise (Machine)",2,50.0,10.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Seated Leg Curl (Machine)",1,45.0,10.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Seated Leg Curl (Machine)",2,52.0,8.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Seated Leg Curl (Machine)",3,39.0,10.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Leg Extension (Machine)",1,45.0,12.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Leg Extension (Machine)",2,59.0,12.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Leg Extension (Machine)",3,52.0,12.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Leg Extension (Machine)",4,52.0,10.0,0,0.0,
2022-03-09 18:43:52,"Legs",57m,"Steps Machine",1,0,0.0,390.0,240.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Cycling (Indoor)",1,0,0.0,2.5,276.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Bent Over One Arm Row (Dumbbell)",1,24.0,16.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Bent Over One Arm Row (Dumbbell)",2,28.0,12.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Bent Over One Arm Row (Dumbbell)",3,30.0,10.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Alternating Seated Dumbbell Curl",1,14.0,24.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Alternating Seated Dumbbell Curl",2,16.0,18.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Alternating Seated Dumbbell Curl",3,16.0,16.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Alternating Seated Hammer Curls",1,20.0,16.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Alternating Seated Hammer Curls",2,18.0,16.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Alternating Seated Hammer Curls",3,18.0,16.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Chin Up",1,0,12.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Chin Up",2,0,8.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Lat Pulldown (Machine)",1,45.0,12.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Lat Pulldown (Machine)",2,59.0,10.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Lat Pulldown (Machine)",3,59.0,10.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Seated Row (Cable)",1,66.0,12.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Seated Row (Cable)",2,73.0,10.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Seated Row (Cable)",3,59.0,12.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Seated Row (Cable)",4,66.0,8.0,0,0.0,
2022-03-11 18:27:11,"Back & Bis",1h 6m,"Cycling (Indoor)",1,0,0.0,5.0,543.0,
2022-03-12 21:51:15,"Chest & Tris",1h 28m,"Rowing (Machine)",1,0,0.0,0.5,122.0,
2022-03-12 21:51:15,"Chest & Tris",1h 28m,"Bench Press (Barbell)",1,60.0,12.0,0,0.0,
2022-03-12 21:51:15,"Chest & Tris",1h 28m,"Bench Press (Barbell)",2,70.0,10.0,0,0.0,
2022-03-12 21:51:15,"Chest & Tris",1h 28m,"Bench Press (Barbell)",3,80.0,5.0,0,0.0,
2022-03-12 21:51:15,"Chest & Tris",1h 28m,"Bench Press (Barbell)",4,80.0,4.0,0,0.0,
2022-03-12 21:51:15,"Chest & Tris",1h 28m,"Bench Press (Barbell)",5,70.0,8.0,0,0.0,
